"","Date","Temperature","Celsius"
"4539",1998-02-15,"ATMP",-5
"4540",1998-02-16,"ATMP",-5.8
"4541",1998-02-17,"ATMP",-4.6
"4542",1998-02-18,"ATMP",-3.4
"4543",1998-02-19,"ATMP",-3.5
"4544",1998-02-20,"ATMP",-4.3
"4545",1998-02-21,"ATMP",-2.7
"4546",1998-02-22,"ATMP",-1.9
"4547",1998-02-23,"ATMP",NA
"4548",1998-02-24,"ATMP",-7.1
"4549",1998-02-25,"ATMP",-6.5
"4550",1998-02-26,"ATMP",-2.3
"4551",1998-02-27,"ATMP",-1.5
"4552",1998-02-28,"ATMP",1.7
"4553",1998-03-01,"ATMP",-1.9
"4554",1998-03-02,"ATMP",-0.8
"4555",1998-03-03,"ATMP",-1.1
"4556",1998-03-04,"ATMP",2.3
"4557",1998-03-05,"ATMP",2.1
"4558",1998-03-06,"ATMP",0.8
"4559",1998-03-07,"ATMP",-1.1
"4560",1998-03-08,"ATMP",0
"4561",1998-03-09,"ATMP",1.7
"4562",1998-03-10,"ATMP",1.9
"4563",1998-03-11,"ATMP",0.9
"4564",1998-03-12,"ATMP",1.6
"4565",1998-03-13,"ATMP",0.9
"4566",1998-03-14,"ATMP",1.8
"4567",1998-03-15,"ATMP",-0.3
"4568",1998-03-16,"ATMP",0.2
"4569",1998-03-17,"ATMP",-2.7
"4570",1998-03-18,"ATMP",-3.8
"4571",1998-03-19,"ATMP",-4.3
"4572",1998-03-20,"ATMP",-4.1
"4573",1998-03-21,"ATMP",-0.6
"4574",1998-03-22,"ATMP",0.8
"4575",1998-03-23,"ATMP",-1.6
"4576",1998-03-24,"ATMP",-1.6
"4577",1998-03-25,"ATMP",-2.7
"4578",1998-03-26,"ATMP",-2.3
"4579",1998-03-27,"ATMP",-3.4
"4580",1998-03-28,"ATMP",-2.6
"4581",1998-03-29,"ATMP",-1.1
"4582",1998-03-30,"ATMP",0
"4583",1998-03-31,"ATMP",NA
"4584",1998-04-01,"ATMP",-2.7
"4585",1998-04-02,"ATMP",-1.1
"4586",1998-04-03,"ATMP",-4.2
"4587",1998-04-04,"ATMP",-3.4
"4588",1998-04-05,"ATMP",-1
"4589",1998-04-06,"ATMP",NA
"4590",1998-04-07,"ATMP",-3.1
"4591",1998-04-08,"ATMP",2.1
"4592",1998-04-09,"ATMP",2.8
"4593",1998-04-10,"ATMP",-1.8
"4594",1998-04-11,"ATMP",-0.3
"4595",1998-04-12,"ATMP",1.6
"4596",1998-04-13,"ATMP",0.9
"4597",1998-04-14,"ATMP",-0.7
"4598",1998-04-15,"ATMP",-2.1
"4599",1998-04-16,"ATMP",-3.1
"4600",1998-04-17,"ATMP",-3.1
"4601",1998-04-18,"ATMP",-3.1
"4602",1998-04-19,"ATMP",1.7
"4603",1998-04-20,"ATMP",2
"4604",1998-04-21,"ATMP",1.3
"4605",1998-04-22,"ATMP",2.5
"4606",1998-04-23,"ATMP",2.1
"4607",1998-04-24,"ATMP",2.6
"4608",1998-04-25,"ATMP",0.1
"4609",1998-04-26,"ATMP",2.8
"4610",1998-04-27,"ATMP",0.9
"4611",1998-04-28,"ATMP",1.2
"4612",1998-04-29,"ATMP",0
"4613",1998-04-30,"ATMP",NA
"4614",1998-05-01,"ATMP",-2.7
"4615",1998-05-02,"ATMP",0.5
"4616",1998-05-03,"ATMP",-2.6
"4617",1998-05-04,"ATMP",1.7
"4618",1998-05-05,"ATMP",0.2
"4619",1998-05-06,"ATMP",NA
"4620",1998-05-07,"ATMP",-1.1
"4621",1998-05-08,"ATMP",-2.2
"4622",1998-05-09,"ATMP",-1.6
"4623",1998-05-10,"ATMP",NA
"4624",1998-05-11,"ATMP",2
"4625",1998-05-12,"ATMP",1.3
"4626",1998-05-13,"ATMP",1.6
"4627",1998-05-14,"ATMP",1.3
"4628",1998-05-15,"ATMP",0.5
"4629",1998-05-16,"ATMP",2.8
"4630",1998-05-17,"ATMP",0.9
"4631",1998-05-18,"ATMP",1.1
"4632",1998-05-19,"ATMP",2
"4633",1998-05-20,"ATMP",-0.3
"4634",1998-05-21,"ATMP",-0.1
"4635",1998-05-22,"ATMP",0.4
"4636",1998-05-23,"ATMP",NA
"4637",1998-05-24,"ATMP",0.4
"4638",1998-05-25,"ATMP",0.9
"4639",1998-05-26,"ATMP",0.9
"4640",1998-05-27,"ATMP",1.2
"4641",1998-05-28,"ATMP",2.4
"4642",1998-05-29,"ATMP",2.9
"4643",1998-05-30,"ATMP",2.8
"4644",1998-05-31,"ATMP",1.6
"4645",1998-06-01,"ATMP",2.5
"4646",1998-06-02,"ATMP",3.6
"4647",1998-06-03,"ATMP",2.1
"4648",1998-06-04,"ATMP",3.9
"4649",1998-06-05,"ATMP",3.9
"4650",1998-06-06,"ATMP",3.5
"4651",1998-06-07,"ATMP",3.2
"4652",1998-06-08,"ATMP",3.2
"4653",1998-06-09,"ATMP",NA
"4654",1998-06-10,"ATMP",2.7
"4655",1998-06-11,"ATMP",4.7
"4656",1998-06-12,"ATMP",3.9
"4657",1998-06-13,"ATMP",4.3
"4658",1998-06-14,"ATMP",2
"4659",1998-06-15,"ATMP",4.3
"4660",1998-06-16,"ATMP",3.1
"4661",1998-06-17,"ATMP",4
"4662",1998-06-18,"ATMP",4.4
"4663",1998-06-19,"ATMP",3.9
"4664",1998-06-20,"ATMP",4.7
"4665",1998-06-21,"ATMP",2.4
"4666",1998-06-22,"ATMP",4.7
"4667",1998-06-23,"ATMP",5.1
"4668",1998-06-24,"ATMP",5.1
"4669",1998-06-25,"ATMP",4.4
"4670",1998-06-26,"ATMP",4.2
"4671",1998-06-27,"ATMP",5.2
"4672",1998-06-28,"ATMP",5.9
"4673",1998-06-29,"ATMP",4.4
"4674",1998-06-30,"ATMP",NA
"4675",1998-07-01,"ATMP",3.9
"4676",1998-07-02,"ATMP",3.6
"4677",1998-07-03,"ATMP",6.3
"4678",1998-07-04,"ATMP",6.6
"4679",1998-07-05,"ATMP",6.2
"4680",1998-07-06,"ATMP",6.6
"4681",1998-07-07,"ATMP",6.3
"4682",1998-07-08,"ATMP",6.6
"4683",1998-07-09,"ATMP",6.6
"4684",1998-07-10,"ATMP",7.1
"4685",1998-07-11,"ATMP",7.1
"4686",1998-07-12,"ATMP",5.9
"4687",1998-07-13,"ATMP",7.2
"4688",1998-07-14,"ATMP",6.7
"4689",1998-07-15,"ATMP",5.8
"4690",1998-07-16,"ATMP",7.4
"4691",1998-07-17,"ATMP",7.9
"4692",1998-07-18,"ATMP",7.2
"4693",1998-07-19,"ATMP",7
"4694",1998-07-20,"ATMP",6.2
"4695",1998-07-21,"ATMP",NA
"4696",1998-07-22,"ATMP",8
"4697",1998-07-23,"ATMP",7.9
"4698",1998-07-24,"ATMP",7.5
"4699",1998-07-25,"ATMP",8.6
"4700",1998-07-26,"ATMP",5.9
"4701",1998-07-27,"ATMP",8.2
"4702",1998-07-28,"ATMP",NA
"4703",1998-07-29,"ATMP",NA
"4704",1998-07-30,"ATMP",9
"4705",1998-07-31,"ATMP",9.1
"4706",1998-08-01,"ATMP",NA
"4707",1998-08-02,"ATMP",8.2
"4708",1998-08-03,"ATMP",9
"4709",1998-08-04,"ATMP",7.1
"4710",1998-08-05,"ATMP",8.6
"4711",1998-08-06,"ATMP",8.7
"4712",1998-08-07,"ATMP",6.7
"4713",1998-08-08,"ATMP",7.8
"4714",1998-08-09,"ATMP",8.1
"4715",1998-08-10,"ATMP",8.9
"4716",1998-08-11,"ATMP",7.6
"4717",1998-08-12,"ATMP",9.1
"4718",1998-08-13,"ATMP",9.5
"4719",1998-08-14,"ATMP",9.3
"4720",1998-08-15,"ATMP",8.7
"4721",1998-08-16,"ATMP",8.2
"4722",1998-08-17,"ATMP",9
"4723",1998-08-18,"ATMP",8.7
"4724",1998-08-19,"ATMP",9
"4725",1998-08-20,"ATMP",9
"4726",1998-08-21,"ATMP",8.3
"4727",1998-08-22,"ATMP",8.6
"4728",1998-08-23,"ATMP",8.3
"4729",1998-08-24,"ATMP",7.5
"4730",1998-08-25,"ATMP",7.6
"4731",1998-08-26,"ATMP",7.4
"4732",1998-08-27,"ATMP",8.3
"4733",1998-08-27,"ATMP",8.3
"4734",1998-08-27,"ATMP",8.3
"4735",1998-08-28,"ATMP",8.2
"4736",1998-08-29,"ATMP",6.5
"4737",1998-08-30,"ATMP",6.4
"4738",1998-08-31,"ATMP",5.8
"4739",1998-09-01,"ATMP",7.1
"4740",1998-09-02,"ATMP",7.9
"4741",1998-09-03,"ATMP",8
"4742",1998-09-04,"ATMP",7.4
"4743",1998-09-05,"ATMP",8.2
"4744",1998-09-06,"ATMP",8.3
"4745",1998-09-07,"ATMP",7.1
"4746",1998-09-08,"ATMP",7.1
"4747",1998-09-09,"ATMP",7.2
"4748",1998-09-10,"ATMP",6.4
"4749",1998-09-11,"ATMP",7.1
"4750",1998-09-12,"ATMP",7
"4751",1998-09-13,"ATMP",7.9
"4752",1998-09-14,"ATMP",8.8
"4753",1998-09-15,"ATMP",7.8
"4754",1998-09-16,"ATMP",7.9
"4755",1998-09-17,"ATMP",7.9
"4756",1998-09-18,"ATMP",5.6
"4757",1998-09-19,"ATMP",7.9
"4758",1998-09-20,"ATMP",7.8
"4759",1998-09-21,"ATMP",7.5
"4760",1998-09-22,"ATMP",7.5
"4761",1998-09-23,"ATMP",5.7
"4762",1998-09-24,"ATMP",6.7
"4763",1998-09-25,"ATMP",4.3
"4764",1998-09-26,"ATMP",6.3
"4765",1998-09-27,"ATMP",5.5
"4766",1998-09-28,"ATMP",5.9
"4767",1998-09-29,"ATMP",5.2
"4768",1998-09-30,"ATMP",4.7
"4769",1998-10-01,"ATMP",4.6
"4770",1998-10-02,"ATMP",4.4
"4771",1998-10-03,"ATMP",NA
"4772",1998-10-04,"ATMP",4.8
"4773",1998-10-05,"ATMP",5.8
"4774",1998-10-06,"ATMP",7.8
"4775",1998-10-07,"ATMP",7.4
"4776",1998-10-08,"ATMP",7.5
"4777",1998-10-09,"ATMP",6.3
"4778",1998-10-10,"ATMP",7
"4779",1998-10-11,"ATMP",5.9
"4780",1998-10-12,"ATMP",6.3
"4781",1998-10-13,"ATMP",2.4
"4782",1998-10-14,"ATMP",NA
"4783",1998-10-15,"ATMP",2.4
"4784",1998-10-16,"ATMP",2.4
"4785",1998-10-17,"ATMP",3.8
"4786",1998-10-18,"ATMP",4.4
"4787",1998-10-19,"ATMP",3.6
"4788",1998-10-20,"ATMP",1.5
"4789",1998-10-21,"ATMP",1.2
"4790",1998-10-22,"ATMP",0.1
"4791",1998-10-23,"ATMP",0.6
"4792",1998-10-24,"ATMP",0.8
"4793",1998-10-25,"ATMP",0
"4794",1998-10-26,"ATMP",5.6
"4795",1998-10-27,"ATMP",2.1
"4796",1998-10-28,"ATMP",1.7
"4797",1998-10-29,"ATMP",2
"4798",1998-10-30,"ATMP",1.1
"4799",1998-10-31,"ATMP",0.5
"4800",1998-11-01,"ATMP",-1
"4801",1998-11-02,"ATMP",1.1
"4802",1998-11-03,"ATMP",1.6
"4803",1998-11-04,"ATMP",0.8
"4804",1998-11-05,"ATMP",4.7
"4805",1998-11-06,"ATMP",4.8
"4806",1998-11-07,"ATMP",5.1
"4807",1998-11-08,"ATMP",4.7
"4808",1998-11-09,"ATMP",3.3
"4809",1998-11-10,"ATMP",2.9
"4810",1998-11-11,"ATMP",5.2
"4811",1998-11-12,"ATMP",4
"4812",1998-11-13,"ATMP",4.5
"4813",1998-11-14,"ATMP",3.9
"4814",1998-11-15,"ATMP",4
"4815",1998-11-16,"ATMP",NA
"4816",1998-11-17,"ATMP",3.5
"4817",1998-11-18,"ATMP",3.2
"4818",1998-11-19,"ATMP",1.7
"4819",1998-11-20,"ATMP",0.5
"4820",1998-11-21,"ATMP",2.4
"4821",1998-11-22,"ATMP",NA
"4822",1998-11-23,"ATMP",NA
"4823",1998-11-24,"ATMP",-1.6
"4824",1998-11-25,"ATMP",-2.5
"4825",1998-11-26,"ATMP",-1.5
"4826",1998-11-27,"ATMP",-3.4
"4827",1998-11-28,"ATMP",-3.7
"4828",1998-11-29,"ATMP",-2.7
"4829",1998-11-30,"ATMP",-4
"4830",1998-12-01,"ATMP",-2.6
"4831",1998-12-02,"ATMP",0.4
"4832",1998-12-03,"ATMP",1.9
"4833",1998-12-04,"ATMP",-0.4
"4834",1998-12-05,"ATMP",NA
"4835",1998-12-06,"ATMP",-3.4
"4836",1998-12-07,"ATMP",-4.3
"4837",1998-12-08,"ATMP",-1.9
"4838",1998-12-09,"ATMP",-1.5
"4839",1998-12-10,"ATMP",-4.5
"4840",1998-12-11,"ATMP",-5.1
"4841",1998-12-12,"ATMP",-5.5
"4842",1998-12-13,"ATMP",-3.9
"4843",1998-12-14,"ATMP",-0.8
"4844",1998-12-15,"ATMP",1
"4845",1998-12-16,"ATMP",NA
"4846",1998-12-17,"ATMP",NA
"4847",1998-12-18,"ATMP",2.9
"4848",1998-12-19,"ATMP",2.8
"4849",1998-12-20,"ATMP",2.8
"4850",1998-12-21,"ATMP",2.9
"4851",1998-12-22,"ATMP",2.1
"4852",1998-12-23,"ATMP",3.2
"4853",1998-12-24,"ATMP",NA
"4854",1998-12-25,"ATMP",0.7
"4855",1998-12-26,"ATMP",0.6
"4856",1998-12-27,"ATMP",1.6
"4857",1998-12-28,"ATMP",-0.4
"4858",1998-12-29,"ATMP",-1.9
"4859",1998-12-30,"ATMP",-2.4
"4860",1998-12-31,"ATMP",-2.5
"4861",1999-01-01,"ATMP",-1.9
"4862",1999-01-02,"ATMP",-0.2
"4863",1999-01-03,"ATMP",1.2
"4864",1999-01-04,"ATMP",2.2
"4865",1999-01-05,"ATMP",3.2
"4866",1999-01-06,"ATMP",2.5
"4867",1999-01-07,"ATMP",2
"4868",1999-01-08,"ATMP",0.7
"4869",1999-01-09,"ATMP",-3.2
"4870",1999-01-10,"ATMP",0.3
"4871",1999-01-11,"ATMP",-0.4
"4872",1999-01-12,"ATMP",-1.1
"4873",1999-01-13,"ATMP",-3.1
"4874",1999-01-14,"ATMP",-6.2
"4875",1999-01-15,"ATMP",-8.9
"4876",1999-01-16,"ATMP",-4.7
"4877",1999-01-17,"ATMP",-2.3
"4878",1999-01-18,"ATMP",-0.9
"4879",1999-01-19,"ATMP",-0.1
"4880",1999-01-20,"ATMP",-0.9
"4881",1999-01-21,"ATMP",1.8
"4882",1999-01-22,"ATMP",2.2
"4883",1999-01-23,"ATMP",-0.7
"4884",1999-01-24,"ATMP",-3.5
"4885",1999-01-25,"ATMP",-1.5
"4886",1999-01-26,"ATMP",-2.6
"4887",1999-01-27,"ATMP",-5.4
"4888",1999-01-28,"ATMP",-2
"4889",1999-01-29,"ATMP",-0.2
"4890",1999-01-30,"ATMP",1.1
"4891",1999-01-31,"ATMP",-2
"4892",1999-02-01,"ATMP",NA
"4893",1999-02-02,"ATMP",-3.4
"4894",1999-02-03,"ATMP",0.7
"4895",1999-02-04,"ATMP",-5.9
"4896",1999-02-05,"ATMP",-6.5
"4897",1999-02-06,"ATMP",-5.1
"4898",1999-02-07,"ATMP",-2.6
"4899",1999-02-08,"ATMP",-1.4
"4900",1999-02-09,"ATMP",2
"4901",1999-02-10,"ATMP",2.6
"4902",1999-02-11,"ATMP",-0.2
"4903",1999-02-12,"ATMP",1.8
"4904",1999-02-13,"ATMP",1.3
"4905",1999-02-14,"ATMP",-0.5
"4906",1999-02-15,"ATMP",1.5
"4907",1999-02-16,"ATMP",0.4
"4908",1999-02-17,"ATMP",-1.1
"4909",1999-02-18,"ATMP",-2.1
"4910",1999-02-19,"ATMP",-2.7
"4911",1999-02-20,"ATMP",1
"4912",1999-02-21,"ATMP",0.7
"4913",1999-02-22,"ATMP",0.4
"4914",1999-02-23,"ATMP",0.1
"4915",1999-02-24,"ATMP",-0.2
"4916",1999-02-25,"ATMP",-3.1
"4917",1999-02-26,"ATMP",-4.5
"4918",1999-02-27,"ATMP",-2.1
"4919",1999-02-28,"ATMP",1
"4920",1999-03-01,"ATMP",1.9
"4921",1999-03-02,"ATMP",0.8
"4922",1999-03-03,"ATMP",0.5
"4923",1999-03-04,"ATMP",1.6
"4924",1999-03-05,"ATMP",1.7
"4925",1999-03-06,"ATMP",1.2
"4926",1999-03-07,"ATMP",1.3
"4927",1999-03-08,"ATMP",0.8
"4928",1999-03-09,"ATMP",0.8
"4929",1999-03-10,"ATMP",-4.6
"4930",1999-03-11,"ATMP",-5.7
"4931",1999-03-12,"ATMP",-1.5
"4932",1999-03-13,"ATMP",-1.6
"4933",1999-03-14,"ATMP",-0.3
"4934",1999-03-15,"ATMP",-6.9
"4935",1999-03-16,"ATMP",-6.9
"4936",1999-03-17,"ATMP",-6.5
"4937",1999-03-18,"ATMP",-3.8
"4938",1999-03-19,"ATMP",-5.1
"4939",1999-03-20,"ATMP",-6.1
"4940",1999-03-21,"ATMP",-3.6
"4941",1999-03-22,"ATMP",1.3
"4942",1999-03-23,"ATMP",-3.9
"4943",1999-03-24,"ATMP",-0.8
"4944",1999-03-25,"ATMP",-0.7
"4945",1999-03-26,"ATMP",-2.3
"4946",1999-03-27,"ATMP",-0.8
"4947",1999-03-28,"ATMP",-6.2
"4948",1999-03-29,"ATMP",NA
"4949",1999-03-30,"ATMP",0.4
"4950",1999-03-31,"ATMP",NA
"4951",1999-04-01,"ATMP",-5.7
"4952",1999-04-02,"ATMP",-3.5
"4953",1999-04-03,"ATMP",-2.6
"4954",1999-04-04,"ATMP",1
"4955",1999-04-05,"ATMP",-3.5
"4956",1999-04-06,"ATMP",-0.7
"4957",1999-04-07,"ATMP",1.6
"4958",1999-04-08,"ATMP",NA
"4959",1999-04-09,"ATMP",-2.2
"4960",1999-04-10,"ATMP",-2.5
"4961",1999-04-11,"ATMP",-2.6
"4962",1999-04-12,"ATMP",-3
"4963",1999-04-13,"ATMP",-4.3
"4964",1999-04-14,"ATMP",-1.6
"4965",1999-04-15,"ATMP",1.3
"4966",1999-04-16,"ATMP",1.2
"4967",1999-04-17,"ATMP",0.5
"4968",1999-04-18,"ATMP",-3.5
"4969",1999-04-19,"ATMP",-2.8
"4970",1999-04-20,"ATMP",-3
"4971",1999-04-21,"ATMP",-1.5
"4972",1999-04-22,"ATMP",0.8
"4973",1999-04-23,"ATMP",0.4
"4974",1999-04-24,"ATMP",0.8
"4975",1999-04-25,"ATMP",0.9
"4976",1999-04-26,"ATMP",1.7
"4977",1999-04-27,"ATMP",0.4
"4978",1999-04-28,"ATMP",1.7
"4979",1999-04-29,"ATMP",1.7
"4980",1999-04-30,"ATMP",0.9
"4981",1999-05-01,"ATMP",0.5
"4982",1999-05-02,"ATMP",1.2
"4983",1999-05-03,"ATMP",0.9
"4984",1999-05-04,"ATMP",2.1
"4985",1999-05-05,"ATMP",1.4
"4986",1999-05-06,"ATMP",0.4
"4987",1999-05-07,"ATMP",0.8
"4988",1999-05-08,"ATMP",0.9
"4989",1999-05-09,"ATMP",-0.7
"4990",1999-05-10,"ATMP",1.3
"4991",1999-05-11,"ATMP",1.2
"4992",1999-05-12,"ATMP",2
"4993",1999-05-13,"ATMP",2.1
"4994",1999-05-14,"ATMP",3.7
"4995",1999-05-15,"ATMP",3.2
"4996",1999-05-16,"ATMP",3.1
"4997",1999-05-17,"ATMP",2.4
"4998",1999-05-18,"ATMP",2.7
"4999",1999-05-19,"ATMP",2.7
"5000",1999-05-20,"ATMP",2.4
"5001",1999-05-21,"ATMP",2
"5002",1999-05-22,"ATMP",0.7
"5003",1999-05-23,"ATMP",0.9
"5004",1999-05-24,"ATMP",1.6
"5005",1999-05-25,"ATMP",2.7
"5006",1999-05-26,"ATMP",2.7
"5007",1999-05-27,"ATMP",1.6
"5008",1999-05-28,"ATMP",3.1
"5009",1999-05-29,"ATMP",2.5
"5010",1999-05-30,"ATMP",2.7
"5011",1999-05-31,"ATMP",3.3
"5012",1999-06-01,"ATMP",2.9
"5013",1999-06-02,"ATMP",3.2
"5014",1999-06-03,"ATMP",1.8
"5015",1999-06-04,"ATMP",2.8
"5016",1999-06-05,"ATMP",4
"5017",1999-06-06,"ATMP",3.1
"5018",1999-06-07,"ATMP",3.6
"5019",1999-06-08,"ATMP",3.6
"5020",1999-06-09,"ATMP",3.2
"5021",1999-06-10,"ATMP",2.8
"5022",1999-06-11,"ATMP",2.4
"5023",1999-06-12,"ATMP",3.6
"5024",1999-06-13,"ATMP",3.9
"5025",1999-06-14,"ATMP",4.3
"5026",1999-06-15,"ATMP",4.3
"5027",1999-06-16,"ATMP",4.3
"5028",1999-06-17,"ATMP",3.5
"5029",1999-06-18,"ATMP",3.9
"5030",1999-06-19,"ATMP",4.8
"5031",1999-06-20,"ATMP",5.1
"5032",1999-06-21,"ATMP",5.6
"5033",1999-06-22,"ATMP",3.2
"5034",1999-06-23,"ATMP",5.1
"5035",1999-06-24,"ATMP",5.9
"5036",1999-06-25,"ATMP",5.6
"5037",1999-06-26,"ATMP",NA
"5038",1999-06-27,"ATMP",5.8
"5039",1999-06-28,"ATMP",5.9
"5040",1999-06-29,"ATMP",5.2
"5041",1999-06-30,"ATMP",6
"5042",1999-07-01,"ATMP",6.2
"5043",1999-07-02,"ATMP",5.2
"5044",1999-07-03,"ATMP",5.6
"5045",1999-07-04,"ATMP",6.3
"5046",1999-07-05,"ATMP",5.8
"5047",1999-07-06,"ATMP",5.9
"5048",1999-07-07,"ATMP",5.9
"5049",1999-07-08,"ATMP",5.8
"5050",1999-07-09,"ATMP",6.8
"5051",1999-07-10,"ATMP",6.7
"5052",1999-07-11,"ATMP",6.7
"5053",1999-07-12,"ATMP",6.6
"5054",1999-07-13,"ATMP",6.3
"5055",1999-07-14,"ATMP",7.1
"5056",1999-07-15,"ATMP",7
"5057",1999-07-16,"ATMP",7.4
"5058",1999-07-17,"ATMP",6.6
"5059",1999-07-18,"ATMP",7.1
"5060",1999-07-19,"ATMP",7
"5061",1999-07-20,"ATMP",7.4
"5062",1999-07-21,"ATMP",5.6
"5063",1999-07-22,"ATMP",7.4
"5064",1999-07-23,"ATMP",NA
"5065",1999-07-24,"ATMP",7.8
"5066",1999-07-25,"ATMP",7.4
"5067",1999-07-26,"ATMP",7.8
"5068",1999-07-27,"ATMP",7.4
"5069",1999-07-28,"ATMP",7.1
"5070",1999-07-29,"ATMP",7.5
"5071",1999-07-30,"ATMP",7.1
"5072",1999-07-31,"ATMP",7.8
"5073",1999-08-01,"ATMP",7
"5074",1999-08-02,"ATMP",7.1
"5075",1999-08-03,"ATMP",7.5
"5076",1999-08-04,"ATMP",7.1
"5077",1999-08-05,"ATMP",7.4
"5078",1999-08-06,"ATMP",NA
"5079",1999-08-07,"ATMP",6.6
"5080",1999-08-08,"ATMP",7.4
"5081",1999-08-09,"ATMP",7.5
"5082",1999-08-10,"ATMP",7.9
"5083",1999-08-11,"ATMP",7.5
"5084",1999-08-12,"ATMP",8.2
"5085",1999-08-13,"ATMP",7.5
"5086",1999-08-14,"ATMP",7.8
"5087",1999-08-15,"ATMP",NA
"5088",1999-08-16,"ATMP",NA
"5089",1999-08-17,"ATMP",8.7
"5090",1999-08-18,"ATMP",9.4
"5091",1999-08-19,"ATMP",8.6
"5092",1999-08-20,"ATMP",8.3
"5093",1999-08-21,"ATMP",7.9
"5094",1999-08-22,"ATMP",7.7
"5095",1999-08-23,"ATMP",7.8
"5096",1999-08-24,"ATMP",7.9
"5097",1999-08-25,"ATMP",7.5
"5098",1999-08-26,"ATMP",8.2
"5099",1999-08-27,"ATMP",6.7
"5100",1999-08-28,"ATMP",7.9
"5101",1999-08-29,"ATMP",7.8
"5102",1999-08-30,"ATMP",NA
"5103",1999-08-31,"ATMP",7.8
"5104",1999-09-01,"ATMP",NA
"5105",1999-09-02,"ATMP",7.8
"5106",1999-09-03,"ATMP",7.4
"5107",1999-09-04,"ATMP",7.5
"5108",1999-09-05,"ATMP",6.7
"5109",1999-09-06,"ATMP",8.4
"5110",1999-09-07,"ATMP",8.2
"5111",1999-09-08,"ATMP",8.2
"5112",1999-09-09,"ATMP",7.9
"5113",1999-09-10,"ATMP",8.2
"5114",1999-09-11,"ATMP",NA
"5115",1999-09-12,"ATMP",7.9
"5116",1999-09-13,"ATMP",7.5
"5117",1999-09-14,"ATMP",8.1
"5118",1999-09-15,"ATMP",7.4
"5119",1999-09-16,"ATMP",NA
"5120",1999-09-17,"ATMP",7.8
"5121",1999-09-18,"ATMP",7.1
"5122",1999-09-19,"ATMP",NA
"5123",1999-09-20,"ATMP",6.6
"5124",1999-09-21,"ATMP",5.9
"5125",1999-09-22,"ATMP",5.9
"5126",1999-09-23,"ATMP",5.6
"5127",1999-09-24,"ATMP",NA
"5128",1999-09-25,"ATMP",7.4
"5129",1999-09-26,"ATMP",7.8
"5130",1999-09-27,"ATMP",NA
"5131",1999-09-28,"ATMP",8.3
"5132",1999-09-29,"ATMP",7.9
"5133",1999-09-30,"ATMP",6
"5134",1999-10-01,"ATMP",NA
"5135",1999-10-02,"ATMP",NA
"5136",1999-10-03,"ATMP",6.7
"5137",1999-10-04,"ATMP",6.6
"5138",1999-10-05,"ATMP",6.3
"5139",1999-10-06,"ATMP",5.9
"5140",1999-10-07,"ATMP",5.2
"5141",1999-10-08,"ATMP",6.3
"5142",1999-10-09,"ATMP",6
"5143",1999-10-10,"ATMP",5.9
"5144",1999-10-11,"ATMP",4.7
"5145",1999-10-12,"ATMP",4.8
"5146",1999-10-13,"ATMP",NA
"5147",1999-10-14,"ATMP",6.6
"5148",1999-10-15,"ATMP",6.6
"5149",1999-10-16,"ATMP",4.7
"5150",1999-10-17,"ATMP",4.5
"5151",1999-10-18,"ATMP",5.8
"5152",1999-10-19,"ATMP",5.8
"5153",1999-10-20,"ATMP",3.2
"5154",1999-10-21,"ATMP",0.5
"5155",1999-10-22,"ATMP",2.7
"5156",1999-10-23,"ATMP",2
"5157",1999-10-24,"ATMP",0.4
"5158",1999-10-25,"ATMP",1.1
"5159",1999-10-26,"ATMP",2.1
"5160",1999-10-27,"ATMP",2
"5161",1999-10-28,"ATMP",2.8
"5162",1999-10-29,"ATMP",2.7
"5163",1999-10-30,"ATMP",3.1
"5164",1999-10-31,"ATMP",0.4
"5165",1999-11-01,"ATMP",0.8
"5166",1999-11-02,"ATMP",3.2
"5167",1999-11-03,"ATMP",4.8
"5168",1999-11-04,"ATMP",3.2
"5169",1999-11-05,"ATMP",1.2
"5170",1999-11-06,"ATMP",NA
"5171",1999-11-07,"ATMP",NA
"5172",1999-11-08,"ATMP",-0.9
"5173",1999-11-09,"ATMP",2
"5174",1999-11-10,"ATMP",2.8
"5175",1999-11-11,"ATMP",2.4
"5176",1999-11-12,"ATMP",1.6
"5177",1999-11-13,"ATMP",0.4
"5178",1999-11-14,"ATMP",1.3
"5179",1999-11-15,"ATMP",4
"5180",1999-11-16,"ATMP",2.7
"5181",1999-11-17,"ATMP",1.8
"5182",1999-11-18,"ATMP",NA
"5183",1999-11-19,"ATMP",2
"5184",1999-11-20,"ATMP",0.1
"5185",1999-11-21,"ATMP",NA
"5186",1999-11-22,"ATMP",0.8
"5187",1999-11-23,"ATMP",1.8
"5188",1999-11-24,"ATMP",NA
"5189",1999-11-25,"ATMP",NA
"5190",1999-11-26,"ATMP",1.3
"5191",1999-11-27,"ATMP",NA
"5192",1999-11-28,"ATMP",NA
"5193",1999-11-29,"ATMP",NA
"5194",1999-11-30,"ATMP",NA
"5195",1999-12-01,"ATMP",NA
"5196",1999-12-02,"ATMP",0.5
"5197",1999-12-03,"ATMP",-2.1
"5198",1999-12-04,"ATMP",-4.1
"5199",1999-12-05,"ATMP",-5.2
"5200",1999-12-06,"ATMP",-4.4
"5201",1999-12-07,"ATMP",-1.9
"5202",1999-12-08,"ATMP",0.8
"5203",1999-12-09,"ATMP",2.9
"5204",1999-12-10,"ATMP",NA
