"","Date","Temperature","Celsius"
"14204",1992-04-13,"WTMP",2.1
"14205",1992-04-14,"WTMP",2.1
"14206",1992-04-15,"WTMP",2.1
"14207",1992-04-16,"WTMP",2.1
"14208",1992-04-17,"WTMP",2.1
"14209",1992-04-18,"WTMP",2.1
"14210",1992-04-19,"WTMP",2.2
"14211",1992-04-20,"WTMP",2.3
"14212",1992-04-21,"WTMP",2.3
"14213",1992-04-22,"WTMP",2.3
"14214",1992-04-23,"WTMP",2.4
"14215",1992-04-24,"WTMP",2.4
"14216",1992-04-25,"WTMP",2.4
"14217",1992-04-26,"WTMP",2.5
"14218",1992-04-27,"WTMP",2.7
"14219",1992-04-28,"WTMP",2.6
"14220",1992-04-29,"WTMP",3.3
"14221",1992-04-30,"WTMP",3.6
"14222",1992-05-01,"WTMP",3.7
"14223",1992-05-02,"WTMP",3.6
"14224",1992-05-03,"WTMP",3.9
"14225",1992-05-04,"WTMP",3.5
"14226",1992-05-05,"WTMP",3.2
"14227",1992-05-06,"WTMP",3.2
"14228",1992-05-07,"WTMP",3.1
"14229",1992-05-08,"WTMP",3.2
"14230",1992-05-09,"WTMP",3.4
"14231",1992-05-10,"WTMP",3.4
"14232",1992-05-11,"WTMP",3.3
"14233",1992-05-12,"WTMP",3.4
"14234",1992-05-13,"WTMP",3.3
"14235",1992-05-14,"WTMP",3.2
"14236",1992-05-15,"WTMP",3.2
"14237",1992-05-16,"WTMP",3.6
"14238",1992-05-17,"WTMP",3.6
"14239",1992-05-18,"WTMP",3.5
"14240",1992-05-19,"WTMP",3.6
"14241",1992-05-20,"WTMP",3.6
"14242",1992-05-21,"WTMP",3.9
"14243",1992-05-22,"WTMP",3.8
"14244",1992-05-23,"WTMP",4.1
"14245",1992-05-24,"WTMP",4.2
"14246",1992-05-25,"WTMP",4.3
"14247",1992-05-26,"WTMP",4.2
"14248",1992-05-27,"WTMP",4.2
"14249",1992-05-28,"WTMP",4.3
"14250",1992-05-29,"WTMP",4.8
"14251",1992-05-30,"WTMP",5
"14252",1992-05-31,"WTMP",5.3
"14253",1992-06-01,"WTMP",4.8
"14254",1992-06-02,"WTMP",4.5
"14255",1992-06-03,"WTMP",5.1
"14256",1992-06-04,"WTMP",5.3
"14257",1992-06-05,"WTMP",4.9
"14258",1992-06-06,"WTMP",4.9
"14259",1992-06-07,"WTMP",4.8
"14260",1992-06-08,"WTMP",5.9
"14261",1992-06-09,"WTMP",5.9
"14262",1992-06-10,"WTMP",5.6
"14263",1992-06-11,"WTMP",5.1
"14264",1992-06-12,"WTMP",5.5
"14265",1992-06-13,"WTMP",5.7
"14266",1992-06-14,"WTMP",5.6
"14267",1992-06-15,"WTMP",5.5
"14268",1992-06-16,"WTMP",5.6
"14269",1992-06-17,"WTMP",5.3
"14270",1992-06-18,"WTMP",5.8
"14271",1992-06-19,"WTMP",6.2
"14272",1992-06-20,"WTMP",6.5
"14273",1992-06-21,"WTMP",5.9
"14274",1992-06-22,"WTMP",6
"14275",1992-06-23,"WTMP",6
"14276",1992-06-24,"WTMP",6.1
"14277",1992-06-25,"WTMP",5.7
"14278",1992-06-26,"WTMP",5.9
"14279",1992-06-27,"WTMP",6.3
"14280",1992-06-28,"WTMP",6.4
"14281",1992-06-29,"WTMP",6.6
"14282",1992-06-30,"WTMP",5.9
"14283",1992-07-01,"WTMP",6
"14284",1992-07-02,"WTMP",6.2
"14285",1992-07-03,"WTMP",6.5
"14286",1992-07-04,"WTMP",6.5
"14287",1992-07-05,"WTMP",6.5
"14288",1992-07-06,"WTMP",6.9
"14289",1992-07-07,"WTMP",6.9
"14290",1992-07-08,"WTMP",6.8
"14291",1992-07-09,"WTMP",6.8
"14292",1992-07-10,"WTMP",6.9
"14293",1992-07-11,"WTMP",7.1
"14294",1992-07-12,"WTMP",7.2
"14295",1992-07-13,"WTMP",7.2
"14296",1992-07-14,"WTMP",7.6
"14297",1992-07-15,"WTMP",7.6
"14298",1992-07-16,"WTMP",7.9
"14299",1992-07-17,"WTMP",7.6
"14300",1992-07-18,"WTMP",7.6
"14301",1992-07-19,"WTMP",7.6
"14302",1992-07-20,"WTMP",7.7
"14303",1992-07-21,"WTMP",7.4
"14304",1992-07-22,"WTMP",8.1
"14305",1992-07-23,"WTMP",8.3
"14306",1992-07-24,"WTMP",8.2
"14307",1992-07-25,"WTMP",7.9
"14308",1992-07-26,"WTMP",8.1
"14309",1992-07-27,"WTMP",8.3
"14310",1992-07-28,"WTMP",8.3
"14311",1992-07-29,"WTMP",8.9
"14312",1992-07-30,"WTMP",9
"14313",1992-07-31,"WTMP",8.6
"14314",1992-08-01,"WTMP",8.3
"14315",1992-08-02,"WTMP",8.4
"14316",1992-08-03,"WTMP",8.4
"14317",1992-08-04,"WTMP",8.5
"14318",1992-08-05,"WTMP",8.5
"14319",1992-08-06,"WTMP",8.7
"14320",1992-08-07,"WTMP",8.5
"14321",1992-08-08,"WTMP",8.5
"14322",1992-08-09,"WTMP",8.6
"14323",1992-08-10,"WTMP",8.6
"14324",1992-08-11,"WTMP",8.7
"14325",1992-08-12,"WTMP",9
"14326",1992-08-13,"WTMP",8.8
"14327",1992-08-14,"WTMP",8.7
"14328",1992-08-15,"WTMP",8.3
"14329",1992-08-16,"WTMP",8.4
"14330",1992-08-17,"WTMP",8.4
"14331",1992-08-18,"WTMP",NA
"14332",1992-08-19,"WTMP",8.6
"14333",1992-08-20,"WTMP",8.9
"14334",1992-08-21,"WTMP",8.9
"14335",1992-08-22,"WTMP",8.8
"14336",1992-08-23,"WTMP",9
"14337",1992-08-24,"WTMP",9
"14338",1992-08-25,"WTMP",9.1
"14339",1992-08-26,"WTMP",NA
"14340",1992-08-27,"WTMP",9.2
"14341",1992-08-28,"WTMP",9.2
"14342",1992-08-29,"WTMP",9.1
"14343",1992-08-30,"WTMP",9.1
"14344",1992-08-31,"WTMP",9
"14345",1992-09-01,"WTMP",9.2
"14346",1992-09-02,"WTMP",9.3
"14347",1992-09-03,"WTMP",9.1
"14348",1992-09-04,"WTMP",9.1
"14349",1992-09-05,"WTMP",9.1
"14350",1992-09-06,"WTMP",8.9
"14351",1992-09-07,"WTMP",8.7
"14352",1992-09-08,"WTMP",8.8
"14353",1992-09-09,"WTMP",8.7
"14354",1992-09-10,"WTMP",8.9
"14355",1992-09-11,"WTMP",8.9
"14356",1992-09-12,"WTMP",8.9
"14357",1992-09-13,"WTMP",9
"14358",1992-09-14,"WTMP",8.8
"14359",1992-09-15,"WTMP",8.9
"14360",1992-09-16,"WTMP",NA
"14361",1992-09-17,"WTMP",8.2
"14362",1992-09-18,"WTMP",7.9
"14363",1992-09-19,"WTMP",7.9
"14364",1992-09-20,"WTMP",8.1
"14365",1992-09-21,"WTMP",8.1
"14366",1992-09-22,"WTMP",8
"14367",1992-09-23,"WTMP",7.9
"14368",1992-09-24,"WTMP",7.7
"14369",1992-09-25,"WTMP",7.9
"14370",1992-09-26,"WTMP",7.5
"14371",1992-09-27,"WTMP",7.4
"14372",1992-09-28,"WTMP",7.3
"14373",1992-09-29,"WTMP",7.3
"14374",1992-09-30,"WTMP",7.3
"14375",1992-10-01,"WTMP",7
"14376",1992-10-02,"WTMP",7
"14377",1992-10-03,"WTMP",6.9
"14378",1992-10-04,"WTMP",6.9
"14379",1992-10-05,"WTMP",6.9
"14380",1992-10-06,"WTMP",6.9
"14381",1992-10-07,"WTMP",6.8
"14382",1992-10-08,"WTMP",6.7
"14383",1992-10-09,"WTMP",6.5
"14384",1992-10-10,"WTMP",6
"14385",1992-10-11,"WTMP",6.1
"14386",1992-10-12,"WTMP",6.1
"14387",1992-10-13,"WTMP",6.1
"14388",1992-10-14,"WTMP",6
"14389",1992-10-15,"WTMP",6
"14390",1992-10-16,"WTMP",6.3
"14391",1992-10-17,"WTMP",6.2
"14392",1992-10-18,"WTMP",6.2
"14393",1992-10-19,"WTMP",6.2
"14394",1992-10-20,"WTMP",6.2
"14395",1992-10-21,"WTMP",6
"14396",1992-10-22,"WTMP",5.8
"14397",1992-10-23,"WTMP",6
"14398",1992-10-24,"WTMP",5.9
"14399",1992-10-25,"WTMP",5.8
"14400",1992-10-26,"WTMP",5.8
"14401",1992-10-27,"WTMP",5.7
"14402",1992-10-28,"WTMP",5.6
"14403",1992-10-29,"WTMP",5.5
"14404",1992-10-30,"WTMP",5.7
"14405",1992-10-31,"WTMP",5.5
"14406",1992-11-01,"WTMP",5.6
"14407",1992-11-02,"WTMP",5.5
"14408",1992-11-03,"WTMP",5.4
"14409",1992-11-04,"WTMP",5.4
"14410",1992-11-05,"WTMP",NA
"14411",1992-11-06,"WTMP",5.3
"14412",1992-11-07,"WTMP",5.2
"14413",1992-11-08,"WTMP",4.8
"14414",1992-11-09,"WTMP",4.8
"14415",1992-11-10,"WTMP",4.7
"14416",1992-11-11,"WTMP",4.8
"14417",1992-11-12,"WTMP",4.7
"14418",1992-11-13,"WTMP",4.5
"14419",1992-11-14,"WTMP",4.3
"14420",1992-11-15,"WTMP",4.5
"14421",1992-11-16,"WTMP",4.2
"14422",1992-11-17,"WTMP",4.3
"14423",1992-11-18,"WTMP",4.2
"14424",1992-11-19,"WTMP",4.1
"14425",1992-11-20,"WTMP",4.1
"14426",1992-11-21,"WTMP",4.1
"14427",1992-11-22,"WTMP",4.1
"14428",1992-11-23,"WTMP",3.9
"14429",1992-11-24,"WTMP",3.8
"14430",1992-11-25,"WTMP",3.7
"14431",1992-11-26,"WTMP",3.6
"14432",1992-11-27,"WTMP",3.7
"14433",1992-11-28,"WTMP",3.7
"14434",1992-11-29,"WTMP",3.6
"14435",1992-11-30,"WTMP",3.6
"14436",1992-12-01,"WTMP",3.5
"14437",1992-12-02,"WTMP",3.4
"14438",1992-12-03,"WTMP",3.3
"14439",1992-12-04,"WTMP",NA
"14440",1992-12-05,"WTMP",3.2
"14441",1992-12-06,"WTMP",3
"14442",1992-12-07,"WTMP",3
"14443",1992-12-08,"WTMP",2.9
"14444",1992-12-09,"WTMP",2.8
"14445",1992-12-10,"WTMP",2.8
"14446",1992-12-11,"WTMP",2.7
"14447",1992-12-12,"WTMP",2.8
"14448",1992-12-13,"WTMP",2.8
"14449",1992-12-14,"WTMP",NA
"14450",1992-12-15,"WTMP",2.7
"14451",1992-12-16,"WTMP",2.8
"14452",1992-12-17,"WTMP",2.7
"14453",1992-12-18,"WTMP",2.7
"14454",1992-12-19,"WTMP",2.7
"14455",1992-12-20,"WTMP",2.7
"14456",1992-12-21,"WTMP",2.6
"14457",1992-12-22,"WTMP",2.6
"14458",1992-12-23,"WTMP",2.8
"14459",1992-12-24,"WTMP",2.6
"14460",1992-12-25,"WTMP",2.8
"14461",1992-12-26,"WTMP",2.7
"14462",1992-12-27,"WTMP",2.7
"14463",1992-12-28,"WTMP",2.7
"14464",1992-12-29,"WTMP",2.7
"14465",1992-12-30,"WTMP",2.7
"14466",1992-12-31,"WTMP",2.8
"14467",1993-01-01,"WTMP",2.8
"14468",1993-01-02,"WTMP",2.4
"14469",1993-01-03,"WTMP",2.5
"14470",1993-01-04,"WTMP",2.7
"14471",1993-01-05,"WTMP",2.6
"14472",1993-01-06,"WTMP",2.7
"14473",1993-01-07,"WTMP",2.7
"14474",1993-01-08,"WTMP",2.6
"14475",1993-01-09,"WTMP",2.7
"14476",1993-01-10,"WTMP",2.6
"14477",1993-01-11,"WTMP",2.6
"14478",1993-01-12,"WTMP",2.6
"14479",1993-01-13,"WTMP",2.6
"14480",1993-01-14,"WTMP",2.7
"14481",1993-01-15,"WTMP",2.6
"14482",1993-01-16,"WTMP",2.6
"14483",1993-01-17,"WTMP",2.4
"14484",1993-01-18,"WTMP",2.4
"14485",1993-01-19,"WTMP",2.3
"14486",1993-01-20,"WTMP",2.4
"14487",1993-01-21,"WTMP",2.3
"14488",1993-01-22,"WTMP",2.3
"14489",1993-01-23,"WTMP",2.2
"14490",1993-01-24,"WTMP",2.2
"14491",1993-01-25,"WTMP",2.1
"14492",1993-01-26,"WTMP",2.1
"14493",1993-01-27,"WTMP",2.1
"14494",1993-01-28,"WTMP",2
"14495",1993-01-29,"WTMP",2.1
"14496",1993-01-30,"WTMP",2.1
"14497",1993-01-31,"WTMP",2
"14498",1993-02-01,"WTMP",1.6
"14499",1993-02-02,"WTMP",1.7
"14500",1993-02-03,"WTMP",1.7
"14501",1993-02-04,"WTMP",1.7
"14502",1993-02-05,"WTMP",1.6
"14503",1993-02-06,"WTMP",1.6
"14504",1993-02-07,"WTMP",1.6
"14505",1993-02-08,"WTMP",1.4
"14506",1993-02-09,"WTMP",NA
"14507",1993-02-10,"WTMP",1.6
"14508",1993-02-11,"WTMP",1.6
"14509",1993-02-12,"WTMP",1.6
"14510",1993-02-13,"WTMP",1.6
"14511",1993-02-14,"WTMP",1.6
"14512",1993-02-15,"WTMP",1.6
"14513",1993-02-16,"WTMP",1.6
"14514",1993-02-17,"WTMP",1.6
"14515",1993-02-18,"WTMP",1.6
"14516",1993-02-19,"WTMP",1.6
"14517",1993-02-20,"WTMP",1.6
"14518",1993-02-21,"WTMP",1.6
"14519",1993-02-22,"WTMP",NA
"14520",1993-02-23,"WTMP",NA
"14521",1993-02-24,"WTMP",1.6
"14522",1993-02-25,"WTMP",1.6
"14523",1993-02-26,"WTMP",1.6
"14524",1993-02-27,"WTMP",1.6
"14525",1993-02-28,"WTMP",1.3
"14526",1993-03-01,"WTMP",1.5
"14527",1993-03-02,"WTMP",1.3
"14528",1993-03-03,"WTMP",1.3
"14529",1993-03-04,"WTMP",1.3
"14530",1993-03-05,"WTMP",1.3
"14531",1993-03-06,"WTMP",1.3
"14532",1993-03-07,"WTMP",1.3
"14533",1993-03-08,"WTMP",1.3
"14534",1993-03-09,"WTMP",1.3
"14535",1993-03-10,"WTMP",1.3
"14536",1993-03-11,"WTMP",1.4
"14537",1993-03-12,"WTMP",NA
"14538",1993-03-13,"WTMP",1.3
"14539",1993-03-14,"WTMP",1.6
"14540",1993-03-15,"WTMP",1.6
"14541",1993-03-16,"WTMP",1.5
"14542",1993-03-17,"WTMP",1.6
"14543",1993-03-18,"WTMP",1.3
"14544",1993-03-19,"WTMP",1.3
"14545",1993-03-20,"WTMP",1.3
"14546",1993-03-21,"WTMP",1.3
"14547",1993-03-22,"WTMP",1.3
"14548",1993-03-23,"WTMP",1.3
"14549",1993-03-24,"WTMP",1.3
"14550",1993-03-25,"WTMP",1.3
"14551",1993-03-26,"WTMP",1.3
"14552",1993-03-27,"WTMP",1.3
"14553",1993-03-28,"WTMP",1.3
"14554",1993-03-29,"WTMP",1.4
"14555",1993-03-30,"WTMP",1.3
"14556",1993-03-31,"WTMP",1.3
"14557",1993-04-01,"WTMP",1.3
"14558",1993-04-02,"WTMP",1.3
"14559",1993-04-03,"WTMP",1.3
"14560",1993-04-04,"WTMP",1.3
"14561",1993-04-05,"WTMP",1.5
"14562",1993-04-06,"WTMP",1.3
"14563",1993-04-07,"WTMP",1.6
"14564",1993-04-08,"WTMP",1.7
"14565",1993-04-09,"WTMP",1.7
"14566",1993-04-10,"WTMP",1.9
"14567",1993-04-11,"WTMP",1.9
"14568",1993-04-12,"WTMP",1.7
"14569",1993-04-13,"WTMP",1.6
"14570",1993-04-14,"WTMP",1.6
"14571",1993-04-15,"WTMP",1.7
"14572",1993-04-16,"WTMP",1.7
"14573",1993-04-17,"WTMP",2.1
"14574",1993-04-18,"WTMP",1.7
"14575",1993-04-19,"WTMP",2
"14576",1993-04-20,"WTMP",2
"14577",1993-04-21,"WTMP",2.1
"14578",1993-04-22,"WTMP",2
"14579",1993-04-23,"WTMP",2
"14580",1993-04-24,"WTMP",NA
"14581",1993-04-25,"WTMP",2.4
"14582",1993-04-26,"WTMP",2.1
"14583",1993-04-27,"WTMP",2.1
"14584",1993-04-28,"WTMP",2
"14585",1993-04-29,"WTMP",2
"14586",1993-04-30,"WTMP",2
"14587",1993-05-01,"WTMP",1.9
"14588",1993-05-02,"WTMP",2.3
"14589",1993-05-03,"WTMP",2.1
"14590",1993-05-04,"WTMP",2.3
"14591",1993-05-05,"WTMP",2.3
"14592",1993-05-06,"WTMP",2.3
"14593",1993-05-07,"WTMP",NA
"14594",1993-05-08,"WTMP",2.3
"14595",1993-05-09,"WTMP",2.4
"14596",1993-05-10,"WTMP",NA
"14597",1993-05-11,"WTMP",2.4
"14598",1993-05-12,"WTMP",2.5
"14599",1993-05-13,"WTMP",NA
"14600",1993-05-14,"WTMP",2.7
"14601",1993-05-15,"WTMP",2.7
"14602",1993-05-16,"WTMP",2.8
"14603",1993-05-17,"WTMP",3.1
"14604",1993-05-18,"WTMP",NA
"14605",1993-05-19,"WTMP",2.8
"14606",1993-05-20,"WTMP",2.9
"14607",1993-05-21,"WTMP",3.6
"14608",1993-05-22,"WTMP",3.2
"14609",1993-05-23,"WTMP",3.2
"14610",1993-05-24,"WTMP",3.3
"14611",1993-05-25,"WTMP",3.5
"14612",1993-05-26,"WTMP",3.5
"14613",1993-05-27,"WTMP",NA
"14614",1993-05-28,"WTMP",4
"14615",1993-05-29,"WTMP",4.4
"14616",1993-05-30,"WTMP",4.7
"14617",1993-05-31,"WTMP",3.9
"14618",1993-06-01,"WTMP",3.6
"14619",1993-06-02,"WTMP",3.4
"14620",1993-06-03,"WTMP",3.6
"14621",1993-06-04,"WTMP",3.9
"14622",1993-06-05,"WTMP",4
"14623",1993-06-06,"WTMP",4.7
"14624",1993-06-07,"WTMP",5.1
"14625",1993-06-08,"WTMP",5.5
"14626",1993-06-09,"WTMP",5.2
"14627",1993-06-10,"WTMP",5.2
"14628",1993-06-11,"WTMP",5.9
"14629",1993-06-12,"WTMP",6
"14630",1993-06-13,"WTMP",5.9
"14631",1993-06-14,"WTMP",6.2
"14632",1993-06-15,"WTMP",7
"14633",1993-06-16,"WTMP",7.5
"14634",1993-06-17,"WTMP",7.1
"14635",1993-06-18,"WTMP",7.9
"14636",1993-06-19,"WTMP",7
"14637",1993-06-20,"WTMP",NA
"14638",1993-06-21,"WTMP",6
"14639",1993-06-22,"WTMP",6.3
"14640",1993-06-23,"WTMP",6.4
"14641",1993-06-24,"WTMP",6.3
"14642",1993-06-25,"WTMP",5.9
"14643",1993-06-26,"WTMP",5.8
"14644",1993-06-27,"WTMP",5.9
"14645",1993-06-28,"WTMP",6
"14646",1993-06-29,"WTMP",6.6
"14647",1993-06-30,"WTMP",6.3
"14648",1993-07-01,"WTMP",5.9
"14649",1993-07-02,"WTMP",6
"14650",1993-07-03,"WTMP",6.4
"14651",1993-07-04,"WTMP",6.7
"14652",1993-07-05,"WTMP",6.6
"14653",1993-07-06,"WTMP",6.7
"14654",1993-07-07,"WTMP",7
"14655",1993-07-08,"WTMP",6.7
"14656",1993-07-09,"WTMP",6.7
"14657",1993-07-10,"WTMP",6.7
"14658",1993-07-11,"WTMP",6.7
"14659",1993-07-12,"WTMP",7.1
"14660",1993-07-13,"WTMP",7.5
"14661",1993-07-14,"WTMP",7.5
"14662",1993-07-15,"WTMP",7.8
"14663",1993-07-16,"WTMP",8.3
"14664",1993-07-17,"WTMP",8.3
"14665",1993-07-18,"WTMP",8.3
"14666",1993-07-19,"WTMP",7.5
"14667",1993-07-20,"WTMP",8.3
"14668",1993-07-21,"WTMP",8.2
"14669",1993-07-22,"WTMP",8.6
"14670",1993-07-23,"WTMP",9.1
"14671",1993-07-24,"WTMP",9.5
"14672",1993-07-25,"WTMP",9.5
"14673",1993-07-26,"WTMP",9.5
"14674",1993-07-27,"WTMP",9.5
"14675",1993-07-28,"WTMP",9.8
"14676",1993-07-29,"WTMP",9.4
"14677",1993-07-30,"WTMP",9.4
"14678",1993-07-31,"WTMP",9.4
"14679",1993-08-01,"WTMP",9.7
"14680",1993-08-02,"WTMP",9.5
"14681",1993-08-03,"WTMP",9.8
"14682",1993-08-04,"WTMP",9.8
"14683",1993-08-05,"WTMP",NA
"14684",1993-08-06,"WTMP",9.8
"14685",1993-08-07,"WTMP",9.8
"14686",1993-08-08,"WTMP",9.8
"14687",1993-08-09,"WTMP",10.2
"14688",1993-08-10,"WTMP",10.2
"14689",1993-08-11,"WTMP",10.2
"14690",1993-08-12,"WTMP",10.5
"14691",1993-08-13,"WTMP",10.5
"14692",1993-08-14,"WTMP",10.2
"14693",1993-08-15,"WTMP",NA
"14694",1993-08-16,"WTMP",10.2
"14695",1993-08-17,"WTMP",10.2
"14696",1993-08-18,"WTMP",10.2
"14697",1993-08-19,"WTMP",9.8
"14698",1993-08-20,"WTMP",9.5
"14699",1993-08-21,"WTMP",9.5
"14700",1993-08-22,"WTMP",9.4
"14701",1993-08-23,"WTMP",9.4
"14702",1993-08-24,"WTMP",NA
"14703",1993-08-25,"WTMP",9.5
"14704",1993-08-26,"WTMP",9.8
"14705",1993-08-27,"WTMP",9.5
"14706",1993-08-28,"WTMP",9.5
"14707",1993-08-29,"WTMP",9.5
"14708",1993-08-30,"WTMP",9.5
"14709",1993-08-31,"WTMP",9.7
"14710",1993-09-01,"WTMP",9.7
"14711",1993-09-02,"WTMP",10.1
"14712",1993-09-03,"WTMP",9.8
"14713",1993-09-04,"WTMP",9.5
"14714",1993-09-05,"WTMP",NA
"14715",1993-09-06,"WTMP",9
"14716",1993-09-07,"WTMP",8.9
"14717",1993-09-08,"WTMP",8.9
"14718",1993-09-09,"WTMP",9
"14719",1993-09-10,"WTMP",9
"14720",1993-09-11,"WTMP",9
"14721",1993-09-12,"WTMP",9.4
"14722",1993-09-13,"WTMP",9
"14723",1993-09-14,"WTMP",8.6
"14724",1993-09-15,"WTMP",8.3
"14725",1993-09-16,"WTMP",7.9
"14726",1993-09-17,"WTMP",8.2
"14727",1993-09-18,"WTMP",7.5
"14728",1993-09-19,"WTMP",7.8
"14729",1993-09-20,"WTMP",7.9
"14730",1993-09-21,"WTMP",7.9
"14731",1993-09-22,"WTMP",8.2
"14732",1993-09-23,"WTMP",8.3
"14733",1993-09-24,"WTMP",8.3
"14734",1993-09-25,"WTMP",8.3
"14735",1993-09-26,"WTMP",8.2
"14736",1993-09-27,"WTMP",8.3
"14737",1993-09-28,"WTMP",8.1
"14738",1993-09-29,"WTMP",7.6
"14739",1993-09-30,"WTMP",7.1
"14740",1993-10-01,"WTMP",6.4
"14741",1993-10-02,"WTMP",7
"14742",1993-10-03,"WTMP",6.7
"14743",1993-10-04,"WTMP",6.7
"14744",1993-10-05,"WTMP",7.1
"14745",1993-10-06,"WTMP",6.3
"14746",1993-10-07,"WTMP",6.4
"14747",1993-10-08,"WTMP",NA
"14748",1993-10-09,"WTMP",6.6
"14749",1993-10-10,"WTMP",6.4
"14750",1993-10-11,"WTMP",6.7
"14751",1993-10-12,"WTMP",6.3
"14752",1993-10-13,"WTMP",7.1
"14753",1993-10-14,"WTMP",7.6
"14754",1993-10-15,"WTMP",7.3
"14755",1993-10-16,"WTMP",7.1
"14756",1993-10-17,"WTMP",7.2
"14757",1993-10-18,"WTMP",7.2
"14758",1993-10-19,"WTMP",7.2
"14759",1993-10-20,"WTMP",7
"14760",1993-10-21,"WTMP",6.5
"14761",1993-10-22,"WTMP",NA
"14762",1993-10-23,"WTMP",6.5
"14763",1993-10-24,"WTMP",6.6
"14764",1993-10-25,"WTMP",6.5
"14765",1993-10-26,"WTMP",6.4
"14766",1993-10-27,"WTMP",6.4
"14767",1993-10-28,"WTMP",6.5
"14768",1993-10-29,"WTMP",6.5
"14769",1993-10-30,"WTMP",6.4
"14770",1993-10-31,"WTMP",6.3
"14771",1993-11-01,"WTMP",6.3
"14772",1993-11-02,"WTMP",6.5
"14773",1993-11-03,"WTMP",6.4
"14774",1993-11-04,"WTMP",6.3
"14775",1993-11-05,"WTMP",6
"14776",1993-11-06,"WTMP",6
"14777",1993-11-07,"WTMP",6
"14778",1993-11-08,"WTMP",6.1
"14779",1993-11-09,"WTMP",5.8
"14780",1993-11-10,"WTMP",5.8
"14781",1993-11-11,"WTMP",5.7
"14782",1993-11-12,"WTMP",5.6
"14783",1993-11-13,"WTMP",NA
"14784",1993-11-14,"WTMP",5.3
"14785",1993-11-15,"WTMP",5.5
"14786",1993-11-16,"WTMP",5.5
"14787",1993-11-17,"WTMP",5.4
"14788",1993-11-18,"WTMP",5.3
"14789",1993-11-19,"WTMP",5.3
"14790",1993-11-20,"WTMP",5.3
"14791",1993-11-21,"WTMP",5.1
"14792",1993-11-22,"WTMP",5
"14793",1993-11-23,"WTMP",5
"14794",1993-11-24,"WTMP",4.9
"14795",1993-11-25,"WTMP",4.9
"14796",1993-11-26,"WTMP",4.8
"14797",1993-11-27,"WTMP",4.7
"14798",1993-11-28,"WTMP",4.6
"14799",1993-11-29,"WTMP",4.5
"14800",1993-11-30,"WTMP",4.4
"14801",1993-12-01,"WTMP",4.4
"14802",1993-12-02,"WTMP",4.5
"14803",1993-12-03,"WTMP",4.3
"14804",1993-12-04,"WTMP",4.4
"14805",1993-12-05,"WTMP",4.2
"14806",1993-12-06,"WTMP",4.1
"14807",1993-12-07,"WTMP",3.9
"14808",1993-12-08,"WTMP",3.8
"14809",1993-12-09,"WTMP",3.7
"14810",1993-12-10,"WTMP",3.6
"14811",1993-12-11,"WTMP",3.6
"14812",1993-12-12,"WTMP",3.6
"14813",1993-12-13,"WTMP",3.6
"14814",1993-12-14,"WTMP",3.5
"14815",1993-12-15,"WTMP",3.3
"14816",1993-12-16,"WTMP",3.3
"14817",1993-12-17,"WTMP",3.3
"14818",1993-12-18,"WTMP",3.2
"14819",1993-12-19,"WTMP",3.2
"14820",1993-12-20,"WTMP",3.1
"14821",1993-12-21,"WTMP",3
"14822",1993-12-22,"WTMP",3
"14823",1993-12-23,"WTMP",3.1
"14824",1993-12-24,"WTMP",2.9
"14825",1993-12-25,"WTMP",3.1
"14826",1993-12-26,"WTMP",3.3
"14827",1993-12-27,"WTMP",3.2
"14828",1993-12-28,"WTMP",3.2
"14829",1993-12-29,"WTMP",3.2
"14830",1993-12-30,"WTMP",3.2
"14831",1993-12-31,"WTMP",3.2
"14832",1994-01-01,"WTMP",3.2
"14833",1994-01-02,"WTMP",3.2
"14834",1994-01-03,"WTMP",3.2
"14835",1994-01-04,"WTMP",3.3
"14836",1994-01-05,"WTMP",3.2
"14837",1994-01-06,"WTMP",3.2
"14838",1994-01-07,"WTMP",3.2
"14839",1994-01-08,"WTMP",3.3
"14840",1994-01-09,"WTMP",3.1
"14841",1994-01-10,"WTMP",3
"14842",1994-01-11,"WTMP",3.1
"14843",1994-01-12,"WTMP",2.9
"14844",1994-01-13,"WTMP",3
"14845",1994-01-14,"WTMP",2.8
"14846",1994-01-15,"WTMP",2.8
"14847",1994-01-16,"WTMP",2.8
"14848",1994-01-17,"WTMP",3
"14849",1994-01-18,"WTMP",2.7
"14850",1994-01-19,"WTMP",2.8
"14851",1994-01-20,"WTMP",2.8
"14852",1994-01-21,"WTMP",2.9
"14853",1994-01-22,"WTMP",2.9
"14854",1994-01-23,"WTMP",3
"14855",1994-01-24,"WTMP",2.8
"14856",1994-01-25,"WTMP",2.6
"14857",1994-01-26,"WTMP",2.6
"14858",1994-01-27,"WTMP",2.6
"14859",1994-01-28,"WTMP",2.7
"14860",1994-01-29,"WTMP",2.7
"14861",1994-01-30,"WTMP",2.7
"14862",1994-01-31,"WTMP",2.6
"14863",1994-02-01,"WTMP",2.7
"14864",1994-02-02,"WTMP",2.7
"14865",1994-02-03,"WTMP",2.9
"14866",1994-02-04,"WTMP",2.7
"14867",1994-02-05,"WTMP",2.6
"14868",1994-02-06,"WTMP",2.6
"14869",1994-02-07,"WTMP",2.7
"14870",1994-02-08,"WTMP",2.8
"14871",1994-02-09,"WTMP",2.4
"14872",1994-02-10,"WTMP",2.5
"14873",1994-02-11,"WTMP",2.4
"14874",1994-02-12,"WTMP",2.3
"14875",1994-02-13,"WTMP",2.2
